AccessFrequency,PurchaseHistory,Target_Surge,Cluster_ID
17,452.15365253523504,1,1
11,395.6702516067672,0,0
6,166.5611821216619,0,2
5,90.30125314006926,0,2
9,139.76751225337065,0,2
7,166.31812345453918,0,2
9,278.46658440352337,0,0
12,23.184084406825068,0,2
10,457.17956492602656,1,0
8,49.33742833055549,0,2
6,139.6366970500174,0,2
7,54.64371897648329,0,2
4,128.33641326283006,0,2
9,418.83690930440423,1,0
12,307.58790569162113,1,1
7,113.66161254474034,0,2
9,435.87926489966884,1,0
18,400.3560296092424,1,1
8,376.8246411607903,1,0
6,423.8163491928564,1,0
13,309.82484075915755,1,1
8,250.71868010561616,0,0
9,186.9675130856947,0,2
10,111.88201020384919,0,2
15,278.7058288234474,0,1
13,444.74617285704414,1,1
3,296.9908944961625,0,0
10,459.8034308603184,0,0
11,178.4586847965818,0,2
18,347.5689862637488,1,1
6,324.3327362313206,0,0
10,335.2169220313709,0,0
10,322.5210061203963,0,0
10,110.82733746855838,0,2
11,71.79544914157448,0,2
14,489.31412811602934,1,1
10,22.6475644212506,0,2
11,233.86824351413514,0,1
9,212.54015857093094,0,2
6,180.0094791075381,0,2
10,390.99192678835476,0,0
9,372.67514415625794,0,0
14,452.6124617649702,1,1
5,197.7437630934611,0,2
14,282.08976396472985,1,1
12,446.1535236710603,1,0
11,496.9240314276922,1,0
13,484.64718118267746,1,1
11,358.92193563436706,0,0
6,71.6137789050898,0,2
11,11.593005896513297,0,2
9,412.6091782014709,0,0
12,420.47101224591273,1,0
5,373.1804541317348,0,0
10,139.96174299961007,0,2
14,319.9089297992633,1,1
10,158.12422090763712,0,2
9,225.32412305046233,0,2
10,191.21754249025525,0,2
7,456.8200433950278,0,0
10,117.07866537193779,0,2
5,288.8054522868751,0,0
17,180.49076451692957,0,1
6,331.5355559571129,0,0
8,282.2815705887375,0,0
8,461.98884068297025,0,0
10,50.80607585060659,0,2
9,110.3204198783817,0,2
7,383.1739819155279,0,0
13,184.3934199474217,0,1
12,82.89189311436196,0,2
9,251.66062962269388,0,0
8,326.0710308056931,1,0
7,22.413357076749296,0,2
7,145.81094468372237,0,2
8,404.71126884802146,0,0
6,260.12228330509714,0,0
10,17.689607586659996,0,2
16,140.97550263735042,0,1
8,319.5703279897107,1,0
8,99.67973478901237,0,2
3,413.69570310970715,0,0
10,338.2879535418321,1,0
6,235.68953047389658,0,2
9,457.81189053339244,1,0
10,195.90038546233086,0,2
11,117.53670528204263,0,2
10,330.70149626335046,0,0
13,286.6475937350743,1,1
10,167.62395046561258,0,2
11,171.8322806619886,0,2
3,199.1051543170509,0,2
7,145.56928373968464,0,2
12,355.12070318046125,1,1
6,325.67920252560265,0,0
6,220.38882627319634,0,2
7,198.92733788961857,0,2
7,182.52563467985254,0,2
3,141.73416069612676,0,2
10,42.84833157852969,0,2
11,134.10234276125027,0,2
7,160.60067434653251,0,2
11,273.84200313267166,0,1
13,386.89425453902487,1,1
6,197.8510724170158,0,2
12,472.3784529260459,1,0
12,413.67498172058123,1,0
7,492.4009239418726,1,0
12,438.10152052074085,1,0
15,308.3629746546896,1,1
7,299.2396439083594,0,0
9,64.76306337710852,0,2
10,361.19962444578385,0,0
9,300.10342879633566,0,0
6,253.46605169799236,0,0
9,346.6434362786443,0,0
13,222.02392141899685,1,1
7,261.9298312041431,0,0
5,199.17615240162817,0,2
13,358.6854466853449,1,1
10,438.3054852739441,0,0
9,420.4224695663013,0,0
11,393.01263602473443,1,0
15,6.893852272275458,0,1
10,455.94023193872965,1,0
13,137.43786036169698,0,1
12,443.986971481688,1,0
10,98.48405154468826,0,2
8,219.82287571236864,0,2
9,374.69939716345687,0,0
11,320.13947263858626,0,0
14,207.96096901471495,0,1
6,339.3119283701392,0,0
14,274.47475502331974,1,1
8,137.86815331776614,0,2
4,323.1647227485699,0,0
11,102.12354317226169,0,2
7,346.9941421295827,0,0
14,1.5554388116214013,0,2
13,274.38625688088484,0,1
7,200.5338137780705,0,2
14,151.55188690097364,0,1
6,257.85398361731876,0,0
17,322.65581626794403,1,1
8,482.65613310673245,1,0
12,416.53224494404884,1,0
13,358.5749415419054,0,1
10,239.4834558395732,0,2
9,196.07205983217713,0,2
9,16.264827292998607,0,2
10,179.5484515295241,0,2
9,424.18856933630826,1,0
12,192.012290988145,0,1
8,230.79249953107322,0,2
12,135.91721201245238,0,2
11,137.06637940668338,0,2
11,30.935880445874197,0,2
10,306.9019628099004,0,0
5,224.03470152267317,0,2
17,302.9804037453973,0,1
10,273.4434500144264,0,0
10,399.4222936485874,1,0
7,375.5059561557363,1,0
6,385.7269265689397,0,0
10,249.61950347083777,0,0
7,176.94067567696524,0,2
11,466.7182952664764,1,0
9,27.134886858276975,0,2
11,76.31065392511516,0,2
10,209.79954608831986,0,2
4,306.9788262840056,0,0
7,4.100187403360822,0,2
10,359.661409655571,1,0
9,279.3632713949574,0,0
10,242.35137933846264,0,2
12,211.7475194139341,0,1
7,259.74351587031225,0,0
11,80.8928672408738,0,2
10,54.355869638491264,0,2
10,144.81873937591922,0,2
8,354.75239599266234,0,0
5,294.1439419177482,0,0
12,240.06150880950634,0,1
10,285.76048294798017,0,0
9,279.6290065196716,0,0
8,153.52096274496267,0,2
3,48.72797362236292,0,2
14,448.3911843315253,1,1
7,299.9556313119573,0,0
9,348.8739998404258,0,0
13,231.99861218347755,0,1
4,378.2402899882813,0,0
9,292.2486319893336,0,0
8,26.90056104859512,0,2
14,445.0485176968456,1,1
13,152.76807339394344,0,1
10,68.94538871066774,0,2
6,44.02050385215789,0,2
8,360.22015692105543,1,0
12,351.9841834021799,0,1
11,350.08106240663534,0,0
19,457.876386340783,1,1
4,174.47151099882575,0,2
9,280.5665281794616,0,0
15,309.7477914971747,0,1
11,489.7409142832313,1,0
8,156.1730718592959,0,2
17,478.1655999519702,1,1
13,74.36716654119068,0,1
10,382.000728013921,1,0
11,316.4429500102064,0,0
10,408.4480186359937,1,0
10,14.34278681992357,0,2
11,39.06552146952791,0,2
11,34.84788978457293,0,2
7,296.4797277486439,0,0
17,301.468033787769,1,1
9,453.0524446774881,1,0
11,233.80175725922248,0,1
9,34.02452750248197,0,2
19,104.76470081125771,1,1
9,4.036547408921454,0,2
7,388.3572625642025,0,0
7,407.79971844038727,0,0
10,498.970208142068,1,0
5,206.09722452654717,0,2
10,9.649187700796258,0,2
7,117.3649407451861,0,2
13,293.8844338316479,0,1
9,480.9714835263682,1,0
10,51.789275735397155,0,2
16,60.78651008037139,0,1
4,350.8794926394715,0,0
10,333.60352751077477,1,0
7,125.25317765591653,0,2
19,406.5723955072595,1,1
10,64.3893777387316,0,2
11,462.8709223883799,1,0
6,100.51596516621069,0,2
8,40.676186361502495,0,2
11,169.76104323692732,0,2
9,93.92064426727248,0,2
7,263.4706125180165,0,0
7,343.42326868586304,0,0
6,245.4607892391456,0,0
12,330.3036659054888,0,1
9,182.4602571999922,0,2
11,13.961298619319995,0,2
15,487.0320621125745,1,1
9,409.7067522699977,1,0
12,36.709412042314035,0,2
12,224.5881980781672,0,1
10,317.5095350359373,1,0
7,95.29713528631895,0,2
9,288.99430568138575,0,0
9,266.82430905884354,0,0
12,104.13259426735239,0,2
5,70.60515463872663,0,2
15,379.4811448093187,1,1
10,161.29322307481686,0,2
9,122.02026692112167,0,2
10,368.93917640299435,0,0
6,368.034346011491,0,0
16,138.20082816811458,0,1
7,436.28423062592685,0,0
7,344.1250825361712,0,0
10,172.88210891076906,0,2
5,213.74482509232945,0,2
10,363.3548429653089,0,0
13,105.79191644774599,0,1
13,234.38039623761202,0,1
10,326.7791711290498,0,0
9,269.7492740043566,0,0
12,304.16417295224664,1,1
11,273.1062497383898,0,1
15,99.61372189501006,0,1
5,205.1026724863107,0,2
10,265.99274773877283,1,0
8,390.031371172973,1,0
8,326.9521185847713,1,0
7,213.29547259296737,0,2
7,487.19991607957274,0,0
6,53.897760839862585,0,2
11,103.40243427748419,0,2
8,170.656305015832,0,2
8,114.28603849395508,0,2
6,312.72099840300564,0,0
8,19.775364668127626,0,2
7,88.71839213670796,0,2
6,146.6736188293022,0,2
11,341.67288753965823,1,0
10,437.93244129056404,1,0
11,399.2458852765272,1,0
14,91.04046662512744,0,1
12,282.70287922053456,0,1
9,15.011322672343619,0,2
10,155.2683876764306,0,2
13,402.99189741416336,0,1
11,228.33285687166978,0,1
12,74.97066113791729,0,2
13,219.27669074415635,0,1
11,99.01646273111415,0,2
9,196.5957289319814,0,2
10,243.9167363739217,0,2
16,174.7790562555142,0,1
5,468.48447521693043,0,0
14,281.26514877819096,0,1
5,421.44633697344835,0,0
7,380.36427352779015,0,0
13,330.5831546338883,1,1
13,248.4443741512911,0,1
11,1.0868918907937508,0,2
8,306.7338002760419,0,0
10,177.97872650124884,0,2
16,58.88108340065939,0,1
6,222.31313180603885,0,2
16,367.77666114165237,0,1
6,480.83889734935195,0,0
12,187.052445561041,0,1
8,271.36164935248837,0,0
8,425.6221916817925,1,0
14,166.9997099750074,0,1
8,71.12862248540769,0,2
6,140.94091561634454,0,2
20,449.561414904194,1,1
14,79.69655423091886,0,1
11,164.61053050339103,0,2
9,232.3201552501703,0,2
12,423.55661174546,1,0
9,468.85664182648736,0,0
10,212.90515481662743,0,2
16,465.97702417675777,1,1
14,80.72954742887728,0,1
13,78.4261459481852,0,1
9,474.6254098173989,1,0
10,254.84006676416558,0,0
18,92.95391767697697,0,1
5,243.9951852877809,0,0
3,391.6055776895258,0,0
7,413.46018286176184,1,0
9,431.98462832462116,0,0
12,284.78545154370926,0,1
8,433.4730071839402,1,0
13,255.01510440162733,0,1
10,303.5299511955387,1,0
10,379.3599011358226,0,0
7,212.71764635525426,0,2
7,36.79074356938739,0,2
12,175.08317842884878,0,1
16,311.97210839798015,0,1
15,96.16618481973843,0,1
9,74.19268174982003,0,2
15,146.5402722957188,0,1
6,16.05573113891068,0,2
15,371.7114490434599,1,1
9,129.3578010941694,0,2
11,62.11919831829976,0,2
11,349.5647079817176,0,0
15,421.46400627164394,1,1
18,9.937797930889225,0,1
10,116.79988537061242,0,2
9,472.6161624347917,1,0
10,192.6270679663876,0,2
11,469.2960316909656,1,0
14,137.1062691853387,0,1
7,109.033817785966,0,2
13,107.05420586399794,0,1
13,42.614330212469135,0,2
8,448.2161442545628,0,0
16,489.91751131645054,1,1
7,477.25440363581896,0,0
6,426.014069913637,0,0
10,423.4439538254876,1,0
16,330.5427335844938,1,1
10,413.10685597530676,1,0
13,104.17118217152388,0,1
8,193.95631519356428,0,2
7,320.41814664737393,0,0
8,437.38566628079815,0,0
7,330.2347311843918,0,0
14,419.51097916710296,1,1
7,236.9747579246487,0,2
8,358.65186885252217,1,0
9,489.99040318754334,1,0
11,76.74427856487887,0,2
16,463.46034615794497,1,1
7,261.1819739209514,0,0
11,321.609015365029,1,0
9,438.9345034552564,1,0
12,204.82708627615847,0,1
8,209.34628744502533,0,2
9,263.59091817355016,0,0
17,9.55104224842529,0,1
8,248.3330904716754,0,0
10,145.54363249711517,0,2
12,463.9770911958907,1,0
11,43.86764937651566,0,2
6,229.6602310099009,0,2
14,473.7340851886804,1,1
13,450.5176251592388,1,1
9,350.67422118727507,0,0
13,294.68052599803735,0,1
10,140.36546856642008,0,2
10,183.4785563762274,0,2
17,45.06743237706362,0,1
8,393.0541488791188,0,0
14,161.93488395190587,0,1
12,333.89094951510367,1,1
7,178.79738859930671,0,2
4,232.16522069813135,0,0
10,277.5012361881975,0,0
13,400.9262041953018,1,1
7,105.5781887703402,0,2
14,199.3826934149282,0,1
9,65.04078594590878,0,2
6,37.88025246062965,0,2
17,302.33717808439593,1,1
7,94.54552217945134,0,2
16,29.899670963049406,0,1
8,448.54896560320276,1,0
2,267.15720989269795,0,0
8,67.31410370149233,0,2
10,26.713063723774855,0,2
7,59.930026706828066,0,2
8,235.66862016030703,0,2
10,334.2326275844489,0,0
7,320.64003749302276,0,0
9,72.21154313224926,0,2
10,316.7444759188544,0,0
11,202.4328121087997,0,2
9,232.37189214973253,0,2
12,400.7152031226586,1,1
11,166.2496863398192,0,2
9,73.49952358167688,0,2
8,436.72656678317026,1,0
10,106.06528793316899,0,2
13,147.01493527732134,0,1
11,353.29502945131117,1,0
16,341.7751585288036,1,1
12,400.20001064191433,1,1
7,91.93332072397054,0,2
14,176.13994665710163,0,1
16,62.94161947813054,0,1
10,270.5195735843021,0,0
13,146.2852962693506,0,1
16,344.46782050428135,1,1
6,0.17218399227053593,0,2
6,29.841499229789626,0,2
9,216.28015025967167,0,2
11,479.09207798778425,0,0
10,445.42569367959146,1,0
11,497.00451403099163,0,0
10,208.41511243202243,0,2
8,23.28424313687577,0,2
9,152.9780710098812,0,2
11,337.88542608697577,0,0
11,67.58190488370764,0,2
8,149.98608938000052,0,2
12,28.083082272429337,0,2
9,237.4835191951171,0,2
14,104.46033884754397,0,1
8,45.62401344950118,0,2
14,205.6079047412395,0,1
9,175.61270218707747,0,2
13,268.75886847274614,0,1
12,374.51932765681954,1,1
15,56.28436821325261,0,1
10,395.5627951050042,1,0
9,13.144989937590058,0,2
4,221.5509512479239,0,2
8,293.715143442941,0,0
12,478.4993365698988,1,0
10,286.96151343482484,0,0
14,79.37459663569429,0,1
12,258.77090267195456,0,1
17,197.8919735957081,0,1
13,239.67778380012183,0,1
16,98.54850732954363,0,1
13,250.41352115563592,0,1
9,75.01988214543842,0,2
13,372.0215403454349,1,1
8,296.95313011279893,0,0
10,39.26384579589165,0,2
8,444.8072339644899,0,0
12,308.18980230781915,0,1
11,158.0535275639157,0,2
12,22.82119976365515,0,2
14,316.1133478858165,1,1
8,186.72013067416842,0,2
10,453.80905243924377,0,0
9,17.438916357087276,0,2
5,19.55121767112167,0,2
7,474.6496434534677,0,0
7,482.43697283975314,1,0
11,13.871113386319301,0,2
10,358.0166174706638,0,0
11,110.74742616442023,0,2
10,350.69638314303626,0,0
13,434.3663983289918,0,1
6,50.415739431137695,0,2
9,119.383208381021,0,2
10,12.038834163247413,0,2
16,21.914922722220396,0,1
7,14.808929108887092,0,2
9,400.34117821320723,0,0
10,149.14633921538834,0,2
8,246.60571978599455,0,0
6,393.92213179850813,0,0
11,247.47183135335905,0,1
17,214.59803131229805,1,1
6,5.786603244729404,0,2
14,284.01975126837806,0,1
17,62.3715390685432,0,1
8,382.3241203955131,0,0
12,128.8688619075098,0,2
6,337.0937054043275,0,0
8,323.1117639123397,0,0
8,308.33780146501005,0,0
8,133.4760037685963,0,2
3,133.54488858778407,0,2
12,431.52402172066496,0,0
7,6.4036663152134965,0,2
12,90.76131672697896,0,2
13,305.0854588209925,0,1
7,408.5231272015849,0,0
10,179.1727543364293,0,2
11,326.72172930540006,0,0
9,278.57820981011815,0,0
8,32.2700522410177,0,2
13,310.8750984653391,0,1
11,406.9517361362467,1,0
6,496.2241601497047,1,0
7,14.82003632586143,0,2
10,330.029086291934,1,0
12,207.2747765739811,0,1
5,4.893944353102642,0,2
6,307.1804718542557,1,0
9,61.21364927781775,0,2
6,189.28342509456832,0,2
8,130.68354624420115,0,2
14,180.58170113554968,0,1
13,246.34779075047481,0,1
8,179.60476624475723,0,2
7,276.3659352947696,0,0
10,119.32484511642689,0,2
4,317.68088371419077,0,0
7,426.8815020624267,0,0
7,112.0335234576062,0,2
16,253.93860792781126,1,1
8,324.34489227494436,0,0
3,282.31306560670805,0,0
11,182.82472309611296,0,2
16,321.09985400287417,1,1
12,14.123103105038116,0,2
10,184.9531159982165,0,2
9,266.3061073205016,0,0
8,10.306579417932337,0,2
10,253.8244148421499,0,0
7,327.12723038281416,0,0
12,379.6038488565225,0,1
10,56.687040704715194,0,2
10,495.28243744584745,1,0
10,303.0838506675478,0,0
7,181.59689630616498,0,2
12,124.5464272283569,0,2
5,286.4484308417073,0,0
6,440.8558235832854,0,0
10,260.2826980706824,0,0
11,330.7360278024801,0,0
9,178.84821977028008,0,2
12,194.0761440444863,0,1
8,143.087552885946,0,2
11,352.81864718411987,1,0
13,179.59377670828252,0,1
8,95.35820202061961,0,2
12,184.70028558311895,0,1
11,426.9136039163781,1,0
9,369.1260217884617,0,0
6,167.32042223178195,0,2
9,453.40448241835117,1,0
10,37.41631755873348,0,2
8,24.87689570682161,0,2
5,63.735177392620635,0,2
7,58.22737792930155,0,2
9,43.917157506170255,0,2
10,330.6713059989962,0,0
5,300.42118982771194,0,0
12,323.80275529085736,1,1
8,344.183027081015,0,0
7,378.4398762403399,0,0
7,103.58846374320518,0,2
8,311.1517566173999,0,0
11,290.0243296681866,0,1
6,471.8300129017369,0,0
8,116.18386211982428,0,2
10,29.3614671871657,0,2
11,326.7475348572716,0,0
10,370.08642011835593,0,0
8,141.59800290377532,0,2
11,285.4242154698345,0,1
7,29.76803276707529,0,2
10,480.0224205841445,0,0
15,54.96248664958431,0,1
9,33.785268075997855,0,2
11,22.055079747309524,0,2
13,213.63595325167634,0,1
14,48.579871728595016,0,1
9,372.32412047778763,0,0
12,449.43708031320284,1,0
14,130.10946616242853,0,1
8,314.3865596256994,0,0
9,21.169223505908885,0,2
9,193.2822358463977,0,2
11,146.4710567138642,0,2
5,114.30954822017941,0,2
8,322.36174481434955,0,0
14,65.11397317926814,0,1
7,430.3552616484942,0,0
10,332.4179531843673,0,0
6,355.367589344029,0,0
9,467.6721543288341,1,0
11,471.18643575125736,1,0
8,275.8261619096179,0,0
13,247.68990864299022,0,1
9,167.69080411345504,0,2
11,357.78580510123413,0,0
9,269.1044434899065,0,0
11,466.4375398700623,1,0
11,119.31297435630268,0,2
5,155.12634312524537,0,2
7,158.04522370998436,0,2
13,402.99922727835354,1,1
9,49.52016592107616,0,2
7,227.82456049448984,0,2
6,213.79036848652368,0,2
13,36.5698105068793,0,2
17,205.39849927217358,1,1
12,256.68899164199064,0,1
11,32.55234625245662,0,2
7,254.9310642223337,0,0
10,479.61895234170055,1,0
12,489.4571615807661,1,0
10,265.8398892949056,0,0
15,257.5484663014795,0,1
13,142.7540832081957,0,1
9,498.5577358560508,1,0
6,137.11458551261302,0,2
11,226.45065021997817,0,1
15,1.4670289013382631,0,1
12,174.61614545456843,0,1
10,35.720150304411945,0,2
9,371.91238519256615,0,0
10,280.50722651496613,0,0
7,286.08593864382823,0,0
7,143.2556429498515,0,2
12,407.4481451264868,1,0
8,1.635462665625087,0,2
7,166.80058958209602,0,2
8,329.7487452294339,1,0
8,453.96126870846047,0,0
15,117.30797846261653,0,1
7,270.55002586370904,0,0
8,268.9957102666605,0,0
19,437.0871845218499,1,1
14,25.258444779921174,0,1
6,212.23778053535364,0,2
10,91.23283739596577,0,2
15,10.766300149299024,0,1
10,73.51547026024141,0,2
12,488.23533642409956,1,0
8,107.42425476013395,0,2
3,467.5153866679,0,0
9,102.62717131547083,0,2
9,465.6476136922422,1,0
6,327.3104676001572,0,0
10,56.60928875096338,0,2
8,290.9575775632889,0,0
4,159.25701877013933,0,2
12,191.57657798903512,0,1
10,220.08547891748654,0,2
13,211.35351126516727,0,1
9,332.05444524151443,0,0
11,384.18403429538154,1,0
14,164.58884460056066,0,1
13,462.1819808428449,1,1
14,469.23315700943823,1,1
10,20.3452185755717,0,2
4,7.454394441509249,0,2
16,212.5331650755305,0,1
11,295.32262549382926,1,1
5,138.9523737260308,0,2
12,129.7068755428872,0,2
8,339.16691485459535,0,0
7,300.8521423277849,0,0
16,83.57343749655483,0,1
9,442.2504816325794,1,0
8,339.9880350805349,0,0
11,181.28812458450417,0,2
3,341.812344995575,0,0
10,56.32654338390797,0,2
10,234.12806228702803,0,2
7,84.49220477977964,0,2
15,20.715623064218313,0,1
5,169.1631351441499,0,2
16,75.36774174039162,0,1
10,316.7589784769124,0,0
5,337.03394700885514,0,0
15,74.34615311330167,0,1
12,12.306502801713137,0,2
11,396.4052808175802,0,0
12,1.0285103642811433,0,2
10,171.95654459189436,0,2
8,247.2916490228349,0,0
6,409.3210942692164,0,0
6,419.27932137307033,1,0
7,362.4697203052277,0,0
8,123.59881126994892,0,2
15,360.0934671595854,1,1
11,123.26959893847084,0,2
9,107.30409586585083,0,2
12,273.5639771152662,0,1
8,339.42722191703126,0,0
10,26.525882955840295,0,2
7,30.01130056230422,0,2
8,392.0853434083949,0,0
8,429.7486254827399,1,0
15,302.220458170947,1,1
10,214.41400485344298,0,2
14,422.65823979959293,1,1
17,364.4085163876651,0,1
10,289.7970992156343,0,0
9,159.87856097438168,0,2
12,98.99753082840812,0,2
16,209.33651963575784,0,1
7,143.41128798010578,0,2
2,169.62929386723047,0,2
5,257.81552765601623,0,0
7,84.54697847580489,0,2
7,403.08834003691277,0,0
5,72.76473085738373,0,2
7,240.49681971047622,0,0
15,372.9856690402183,1,1
8,242.51035384479815,0,2
9,180.51103179431936,0,2
9,237.44565291137548,0,2
16,424.33534943707025,1,1
11,495.2158491419788,1,0
7,315.57164464471776,0,0
6,396.72202132435035,0,0
11,7.244343079644333,0,2
9,440.1822047622863,1,0
11,477.0248799639591,1,0
4,287.58467087878523,0,0
13,376.9024310301099,1,1
14,256.37237148003743,1,1
5,143.10187022779485,0,2
8,426.1239859915064,0,0
13,298.4183559979709,0,1
10,289.6915418957035,1,0
9,329.5661019206032,0,0
6,428.0015829144242,0,0
3,365.9530628854822,0,0
7,105.56209710787262,0,2
9,233.41177220365978,0,2
14,490.1491659931031,1,1
10,277.2803568813873,0,0
11,469.1226767353993,0,0
11,406.684743156528,0,0
10,333.0117209043794,0,0
7,174.68260132987763,0,2
8,152.1596737627195,0,2
6,321.71053264879396,0,0
13,216.2806204232054,0,1
10,399.37681140836355,0,0
12,380.2283697700979,0,1
11,156.06524336925713,0,2
8,351.364391530881,0,0
6,247.27509504859202,0,0
9,161.64605040699854,0,2
14,206.48329638232,0,1
10,447.67593360613097,1,0
12,179.75884606127025,0,1
5,143.699636659729,0,2
11,175.9036103550689,0,2
6,107.30921810434585,0,2
16,272.3174936981643,0,1
13,73.71821816126611,0,1
13,408.7218932184582,1,1
11,112.79012362281304,0,2
8,299.02751376982286,0,0
10,62.51274945994678,0,2
9,489.2265741071631,1,0
9,227.28772944682356,0,2
15,411.08567037940725,1,1
9,384.3239178249919,0,0
11,356.84652357283943,1,0
16,413.6824356023049,1,1
17,50.23180432985291,1,1
11,339.2485987359811,0,0
15,132.9136176368906,0,1
6,392.9358320332949,0,0
14,478.4343799239444,1,1
6,450.7447649213479,1,0
11,57.47611123683305,0,2
8,184.77621033641051,0,2
9,182.16137859879987,0,2
10,61.14813317976531,0,2
15,49.063026673413724,0,1
12,192.44506748459085,0,1
7,496.0357752482557,0,0
12,284.4713255331376,1,1
9,310.8908143021281,0,0
13,235.50945500934117,0,1
11,331.1652761520114,0,0
8,478.3310403723848,1,0
5,294.3489768071959,0,0
7,32.51922986059663,0,2
15,246.4452845840993,0,1
12,496.37563662597563,1,0
11,193.70136029713163,0,2
13,296.9406186072361,1,1
12,53.3183817144085,0,2
14,70.59024936828345,0,1
11,437.34072657698124,1,0
10,150.17231412580574,0,2
10,152.7256366772965,0,2
10,193.60649800116408,0,2
13,483.2393364522612,1,1
7,42.195248018438214,0,2
13,409.38205127566744,1,1
10,170.77893823299323,0,2
8,424.73401299273746,1,0
7,495.87782475227124,1,0
13,174.33370510587392,0,1
8,64.67818310617763,0,2
9,72.18774899146413,0,2
12,379.370445474593,0,1
14,72.46077616906827,0,1
6,130.2107842673183,0,2
13,102.19917183103988,0,1
8,177.83928201549125,0,2
10,37.18328757484374,0,2
11,428.37124120362904,1,0
17,430.0731559004968,1,1
19,206.4664492413449,1,1
10,306.0437845117376,0,0
9,320.9757854521523,0,0
9,374.6290576729644,0,0
12,260.3450437720256,0,1
14,255.168022720843,0,1
11,315.65188866410546,0,0
9,351.5241978349388,0,0
8,173.34518851462587,0,2
7,165.18523663440754,0,2
12,134.8592020479546,0,2
14,274.42327765637424,1,1
10,180.07784477788618,0,2
5,270.15663385381595,0,0
9,202.99238291346077,0,2
9,418.3670912763304,0,0
13,36.565119872730364,0,2
7,286.1052968023373,0,0
12,287.81187529359886,0,1
10,191.85865526934992,0,2
9,210.5104472815716,0,2
12,400.0656804414643,0,1
6,140.3368551301674,0,2
8,435.70189571308146,0,0
8,448.17165206734666,1,0
14,325.309652201098,1,1
13,386.42885685404923,1,1
19,306.4737641772442,1,1
12,262.6295568732958,0,1
10,483.33887712511483,0,0
6,141.3274821137321,0,2
11,77.07547332155606,0,2
17,143.74268157125763,0,1
8,307.31280418972256,0,0
10,92.59171905057184,0,2
13,454.40702161315704,1,1
12,205.51220033269635,0,1
9,424.9814391459218,0,0
18,124.61827226440836,0,1
9,156.58417754137378,0,2
9,29.61169858624829,0,2
9,128.88384609278697,0,2
10,245.1569094816507,0,2
11,473.06845886162114,1,0
7,194.4514869457491,0,2
2,319.8719397416729,0,0
8,213.85505873439396,0,2
10,23.395925383970617,0,2
14,251.76631294835133,0,1
8,32.95682335196043,0,2
9,441.849962298768,0,0
12,376.518480975457,0,1
11,189.3257356261831,0,2
7,320.1093330956449,0,0
16,56.01407765666605,0,1
12,351.2774934813254,0,1
6,411.36620449573473,0,0
8,410.87282426911725,1,0
9,142.1387738453279,0,2
11,131.87309763841333,0,2
8,260.69884395133926,1,0
14,483.8860809649242,1,1
8,460.26148880304265,0,0
9,179.8192408779909,0,2
11,389.9147530915221,0,0
7,460.6588820457287,1,0
13,130.4632328588025,0,1
5,415.1478248014699,0,0
11,133.94781345458827,0,2
12,171.6410629436053,0,1
8,99.41034542537707,0,2
7,253.53989953635676,0,0
15,421.6554471306206,0,1
9,264.0260687177561,1,0
11,61.72000484654877,0,2
5,125.887966113585,0,2
13,281.4309336406695,0,1
13,291.59372778528007,1,1
11,288.4529517724349,0,1
11,38.50174625310798,0,2
8,376.84794631737714,1,0
4,454.71409949450333,0,0
10,255.25947386494997,0,0
10,359.4146433859314,0,0
9,457.0077460182756,1,0
14,321.31137747400794,0,1
9,337.16286221552554,0,0
4,360.70220669197727,0,0
4,130.25122572703256,0,2
11,291.3389373584137,0,1
13,421.08755727222814,0,1
12,148.08136513037533,0,1
6,448.58524979843014,0,0
9,310.190974882816,1,0
10,211.58742571652812,0,2
9,311.59148070014646,0,0
14,200.92995284453818,0,1
6,419.0178009240873,0,0
7,241.15929003379856,0,0
6,450.60667987716835,1,0
14,254.90404042391324,0,1
12,330.1841948186936,0,1
13,498.87221050342526,1,1
13,73.48292050427058,0,1
16,368.3645743667028,1,1
10,69.43611395796678,0,2
13,419.4331828821981,1,1
6,298.2266905810058,0,0
13,469.0797803032296,1,1
10,432.97830097243417,0,0
14,37.43601873441171,0,1
14,68.65127083943045,0,1
7,300.5854643034126,0,0
8,259.1573199710374,0,0
3,84.28256530672229,0,2
13,64.6796141358249,0,2
7,281.99539172080654,0,0
10,24.46077398749974,0,2
9,436.8676514767195,1,0
11,403.54145990131025,1,0
6,392.68498585554465,1,0
9,7.998573520370533,0,2
11,23.820471706368973,0,2
6,274.9195605753643,0,0
11,497.21284444708886,1,0
10,171.15810048567587,0,2
7,172.18740820267197,0,2
11,67.13898343099167,0,2
11,337.1679018697507,0,0
11,323.3383444970028,1,0
11,50.66120818957953,0,2
9,233.70614353417557,0,2
10,333.53745441098715,0,0
8,246.75806816096352,0,0
6,337.1817909323778,0,0
13,408.1351987157449,1,1
13,342.90771656088384,1,1
11,308.0571179152619,0,0
7,426.7951284722466,1,0
6,450.29428393489405,0,0
8,194.4432185879021,0,2
7,86.62494386194297,0,2
18,408.9302020040253,1,1
9,106.87655364974158,0,2
11,464.47533487454285,1,0
8,11.438972610951726,0,2
11,460.6355913096518,1,0
12,294.5914963060314,0,1
12,387.3710582564407,0,1
17,199.24629353220226,0,1
11,495.85814595444003,0,0
17,113.77571378314522,0,1
8,132.17183131908737,0,2
9,25.716222018736467,0,2
8,470.2366815307191,0,0
